tree_order,cell_name,parent,founder_lineage,generation_from_founder,depth_from_P0,is_terminal,x_position,birth_time_min,end_time_min,branch_duration_min,apop_fate,ignore_apoptosis_fate
1119,MSpappa,MSpapp,MS,5,8,False,557.5,216.0,254.0,38.0,Muscle,Muscle
1120,MSpappaa,MSpappa,MS,6,9,True,557.0,254.0,290.0,36.0,Muscle,Muscle
1121,MSpappap,MSpappa,MS,6,9,True,558.0,254.0,290.0,36.0,Muscle,Muscle
1122,MSpappp,MSpapp,MS,5,8,False,560.5,216.0,254.0,38.0,Muscle,Muscle
1123,MSpapppa,MSpappp,MS,6,9,False,559.5,254.0,298.0,44.0,Muscle,Muscle
1124,MSpapppaa,MSpapppa,MS,7,10,True,559.0,298.0,334.0,36.0,Muscle,Muscle
1125,MSpapppap,MSpapppa,MS,7,10,True,560.0,298.0,334.0,36.0,Muscle,Muscle
1126,MSpapppp,MSpappp,MS,6,9,False,561.5,254.0,298.0,44.0,Muscle,Muscle
1127,MSpappppa,MSpapppp,MS,7,10,True,561.0,298.0,334.0,36.0,Muscle,Muscle
1128,MSpappppp,MSpapppp,MS,7,10,True,562.0,298.0,334.0,36.0,Muscle,Muscle
1129,MSpp,MSp,MS,2,5,False,572.1875,128.0,154.0,26.0,Unspecified,Unspecified
1130,MSppa,MSpp,MS,3,6,False,567.875,154.0,183.0,29.0,Unspecified,Unspecified
1131,MSppaa,MSppa,MS,4,7,False,565.375,183.0,216.0,33.0,Unspecified,Unspecified
1132,MSppaaa,MSppaa,MS,5,8,False,564.25,216.0,254.0,38.0,Unspecified,Unspecified
1133,MSppaaaa,MSppaaa,MS,6,9,False,563.5,254.0,298.0,44.0,Other,Not annotated
1134,MSppaaaad,MSppaaaa,MS,7,10,True,563.0,298.0,334.0,36.0,Other,Not annotated
1135,MSppaaaav,MSppaaaa,MS,7,10,True,564.0,298.0,334.0,36.0,Other,Not annotated
1136,MSppaaap,MSppaaa,MS,6,9,True,565.0,254.0,290.0,36.0,Muscle,Muscle
1137,MSppaap,MSppaa,MS,5,8,False,566.5,216.0,254.0,38.0,Unspecified,Not annotated
1138,MSppaapa,MSppaap,MS,6,9,True,566.0,254.0,290.0,36.0,Death,Not annotated
1139,MSppaapp,MSppaap,MS,6,9,True,567.0,254.0,290.0,36.0,Other,Not annotated
1140,MSppap,MSppa,MS,4,7,False,570.375,183.0,216.0,33.0,Unspecified,Unspecified
1141,MSppapa,MSppap,MS,5,8,False,569.25,216.0,254.0,38.0,Unspecified,Unspecified
1142,MSppapaa,MSppapa,MS,6,9,False,568.5,254.0,298.0,44.0,Other,Not annotated
1143,MSppapaaa,MSppapaa,MS,7,10,True,568.0,298.0,334.0,36.0,Other,Not annotated
1144,MSppapaap,MSppapaa,MS,7,10,True,569.0,298.0,334.0,36.0,Other,Not annotated
1145,MSppapap,MSppapa,MS,6,9,True,570.0,254.0,290.0,36.0,Muscle,Muscle
1146,MSppapp,MSppap,MS,5,8,False,571.5,216.0,254.0,38.0,Muscle,Muscle
1147,MSppappa,MSppapp,MS,6,9,True,571.0,254.0,290.0,36.0,Muscle,Muscle
1148,MSppappp,MSppapp,MS,6,9,True,572.0,254.0,290.0,36.0,Muscle,Muscle
1149,MSppp,MSpp,MS,3,6,False,576.5,154.0,183.0,29.0,Unspecified,Unspecified
1150,MSpppa,MSppp,MS,4,7,False,574.5,183.0,216.0,33.0,Unspecified,Unspecified
1151,MSpppaa,MSpppa,MS,5,8,False,573.5,216.0,254.0,38.0,Unspecified,Not annotated
1152,MSpppaaa,MSpppaa,MS,6,9,True,573.0,254.0,290.0,36.0,Death,Not annotated
1153,MSpppaap,MSpppaa,MS,6,9,True,574.0,254.0,290.0,36.0,Other,Not annotated
1154,MSpppap,MSpppa,MS,5,8,False,575.5,216.0,254.0,38.0,Unspecified,Muscle
1155,MSpppapa,MSpppap,MS,6,9,True,575.0,254.0,290.0,36.0,Death,Not annotated
1156,MSpppapp,MSpppap,MS,6,9,True,576.0,254.0,290.0,36.0,Muscle,Muscle
1157,MSpppp,MSppp,MS,4,7,False,578.5,183.0,216.0,33.0,Muscle,Muscle
1158,MSppppa,MSpppp,MS,5,8,False,577.5,216.0,254.0,38.0,Muscle,Muscle
1159,MSppppaa,MSppppa,MS,6,9,True,577.0,254.0,290.0,36.0,Muscle,Muscle
1160,MSppppap,MSppppa,MS,6,9,True,578.0,254.0,290.0,36.0,Muscle,Muscle
1161,MSppppp,MSpppp,MS,5,8,False,579.5,216.0,254.0,38.0,Muscle,Muscle
1162,MSpppppa,MSppppp,MS,6,9,True,579.0,254.0,290.0,36.0,Muscle,Muscle
1163,MSpppppp,MSppppp,MS,6,9,True,580.0,254.0,290.0,36.0,Muscle,Muscle
1164,E,EMS,E,0,3,False,590.5,82.0,114.0,32.0,Intestine,Intestine
1165,Ea,E,E,1,4,False,585.875,114.0,148.0,34.0,Intestine,Intestine
1166,Eal,Ea,E,2,5,False,583.375,148.0,184.0,36.0,Intestine,Intestine
1167,Eala,Eal,E,3,6,False,582.25,184.0,224.0,40.0,Intestine,Intestine
1168,Ealaa,Eala,E,4,7,False,581.5,224.0,270.0,46.0,Intestine,Intestine
1169,Ealaad,Ealaa,E,5,8,True,581.0,270.0,318.0,48.0,Intestine,Intestine
1170,Ealaav,Ealaa,E,5,8,True,582.0,270.0,318.0,48.0,Intestine,Intestine
1171,Ealap,Eala,E,4,7,True,583.0,224.0,272.0,48.0,Intestine,Intestine
1172,Ealp,Eal,E,3,6,False,584.5,184.0,224.0,40.0,Intestine,Intestine
1173,Ealpa,Ealp,E,4,7,True,584.0,224.0,272.0,48.0,Intestine,Intestine
1174,Ealpp,Ealp,E,4,7,True,585.0,224.0,272.0,48.0,Intestine,Intestine
1175,Ear,Ea,E,2,5,False,588.375,148.0,184.0,36.0,Intestine,Intestine
1176,Eara,Ear,E,3,6,False,587.25,184.0,224.0,40.0,Intestine,Intestine
1177,Earaa,Eara,E,4,7,False,586.5,224.0,270.0,46.0,Intestine,Intestine
1178,Earaad,Earaa,E,5,8,True,586.0,270.0,318.0,48.0,Intestine,Intestine
1179,Earaav,Earaa,E,5,8,True,587.0,270.0,318.0,48.0,Intestine,Intestine
1180,Earap,Eara,E,4,7,True,588.0,224.0,272.0,48.0,Intestine,Intestine
1181,Earp,Ear,E,3,6,False,589.5,184.0,224.0,40.0,Intestine,Intestine
1182,Earpa,Earp,E,4,7,True,589.0,224.0,272.0,48.0,Intestine,Intestine
1183,Earpp,Earp,E,4,7,True,590.0,224.0,272.0,48.0,Intestine,Intestine
1184,Ep,E,E,1,4,False,595.125,114.0,148.0,34.0,Intestine,Intestine
1185,Epl,Ep,E,2,5,False,592.625,148.0,184.0,36.0,Intestine,Intestine
1186,Epla,Epl,E,3,6,False,591.5,184.0,224.0,40.0,Intestine,Intestine
1187,Eplaa,Epla,E,4,7,True,591.0,224.0,272.0,48.0,Intestine,Intestine
1188,Eplap,Epla,E,4,7,True,592.0,224.0,272.0,48.0,Intestine,Intestine
1189,Eplp,Epl,E,3,6,False,593.75,184.0,224.0,40.0,Intestine,Intestine
1190,Eplpa,Eplp,E,4,7,True,593.0,224.0,272.0,48.0,Intestine,Intestine
1191,Eplpp,Eplp,E,4,7,False,594.5,224.0,270.0,46.0,Intestine,Intestine
1192,Eplppa,Eplpp,E,5,8,True,594.0,270.0,318.0,48.0,Intestine,Intestine
1193,Eplppp,Eplpp,E,5,8,True,595.0,270.0,318.0,48.0,Intestine,Intestine
1194,Epr,Ep,E,2,5,False,597.625,148.0,184.0,36.0,Intestine,Intestine
1195,Epra,Epr,E,3,6,False,596.5,184.0,224.0,40.0,Intestine,Intestine
1196,Epraa,Epra,E,4,7,True,596.0,224.0,272.0,48.0,Intestine,Intestine
1197,Eprap,Epra,E,4,7,True,597.0,224.0,272.0,48.0,Intestine,Intestine
1198,Eprp,Epr,E,3,6,False,598.75,184.0,224.0,40.0,Intestine,Intestine
1199,Eprpa,Eprp,E,4,7,True,598.0,224.0,272.0,48.0,Intestine,Intestine
1200,Eprpp,Eprp,E,4,7,False,599.5,224.0,270.0,46.0,Intestine,Intestine
1201,Eprppa,Eprpp,E,5,8,True,599.0,270.0,318.0,48.0,Intestine,Intestine
1202,Eprppp,Eprpp,E,5,8,True,600.0,270.0,318.0,48.0,Intestine,Intestine
1203,P2,P1,P2,0,2,False,643.0625,67.0,95.0,28.0,Unspecified,Not annotated
1204,C,P2,C,0,3,False,622.5,95.0,118.0,23.0,Unspecified,Unspecified
1205,Ca,C,C,1,4,False,610.5,118.0,143.0,25.0,Unspecified,Unspecified
1206,Caa,Ca,C,2,5,False,604.5,143.0,171.0,28.0,Unspecified,Unspecified
1207,Caaa,Caa,C,3,6,False,602.5,171.0,203.0,32.0,Skin,Skin
1208,Caaaa,Caaa,C,4,7,False,601.5,203.0,240.0,37.0,Skin,Skin
1209,Caaaaa,Caaaa,C,5,8,True,601.0,240.0,276.0,36.0,Skin,Skin
1210,Caaaap,Caaaa,C,5,8,True,602.0,240.0,276.0,36.0,Skin,Skin
1211,Caaap,Caaa,C,4,7,False,603.5,203.0,240.0,37.0,Skin,Skin
1212,Caaapa,Caaap,C,5,8,True,603.0,240.0,276.0,36.0,Skin,Skin
1213,Caaapp,Caaap,C,5,8,True,604.0,240.0,276.0,36.0,Skin,Skin
1214,Caap,Caa,C,3,6,False,606.5,171.0,203.0,32.0,Unspecified,Unspecified
1215,Caapa,Caap,C,4,7,False,605.5,203.0,240.0,37.0,Unspecified,Neuron
1216,Caapaa,Caapa,C,5,8,True,605.0,240.0,276.0,36.0,Neuron,Neuron
1217,Caapap,Caapa,C,5,8,True,606.0,240.0,276.0,36.0,Death,Not annotated
1218,Caapp,Caap,C,4,7,False,607.5,203.0,240.0,37.0,Unspecified,Unspecified
1219,Caappd,Caapp,C,5,8,True,607.0,240.0,276.0,36.0,Skin,Skin
1220,Caappv,Caapp,C,5,8,True,608.0,240.0,276.0,36.0,Neuron,Neuron
1221,Cap,Ca,C,2,5,False,616.5,143.0,171.0,28.0,Muscle,Muscle
1222,Capa,Cap,C,3,6,False,612.5,171.0,203.0,32.0,Muscle,Muscle
1223,Capaa,Capa,C,4,7,False,610.5,203.0,240.0,37.0,Muscle,Muscle
1224,Capaaa,Capaa,C,5,8,False,609.5,240.0,283.0,43.0,Muscle,Muscle
1225,Capaaaa,Capaaa,C,6,9,True,609.0,283.0,319.0,36.0,Muscle,Muscle
1226,Capaaap,Capaaa,C,6,9,True,610.0,283.0,319.0,36.0,Muscle,Muscle
1227,Capaap,Capaa,C,5,8,False,611.5,240.0,283.0,43.0,Muscle,Muscle
1228,Capaapa,Capaap,C,6,9,True,611.0,283.0,319.0,36.0,Muscle,Muscle
1229,Capaapp,Capaap,C,6,9,True,612.0,283.0,319.0,36.0,Muscle,Muscle
1230,Capap,Capa,C,4,7,False,614.5,203.0,240.0,37.0,Muscle,Muscle
1231,Capapa,Capap,C,5,8,False,613.5,240.0,283.0,43.0,Muscle,Muscle
1232,Capapaa,Capapa,C,6,9,True,613.0,283.0,319.0,36.0,Muscle,Muscle
1233,Capapap,Capapa,C,6,9,True,614.0,283.0,319.0,36.0,Muscle,Muscle
1234,Capapp,Capap,C,5,8,False,615.5,240.0,283.0,43.0,Muscle,Muscle
1235,Capappa,Capapp,C,6,9,True,615.0,283.0,319.0,36.0,Muscle,Muscle
1236,Capappp,Capapp,C,6,9,True,616.0,283.0,319.0,36.0,Muscle,Muscle
1237,Capp,Cap,C,3,6,False,620.5,171.0,203.0,32.0,Muscle,Muscle
1238,Cappa,Capp,C,4,7,False,618.5,203.0,240.0,37.0,Muscle,Muscle
1239,Cappaa,Cappa,C,5,8,False,617.5,240.0,283.0,43.0,Muscle,Muscle
1240,Cappaaa,Cappaa,C,6,9,True,617.0,283.0,319.0,36.0,Muscle,Muscle
1241,Cappaap,Cappaa,C,6,9,True,618.0,283.0,319.0,36.0,Muscle,Muscle
1242,Cappap,Cappa,C,5,8,False,619.5,240.0,283.0,43.0,Muscle,Muscle
1243,Cappapa,Cappap,C,6,9,True,619.0,283.0,319.0,36.0,Muscle,Muscle
1244,Cappapp,Cappap,C,6,9,True,620.0,283.0,319.0,36.0,Muscle,Muscle
1245,Cappp,Capp,C,4,7,False,622.5,203.0,240.0,37.0,Muscle,Muscle
1246,Capppa,Cappp,C,5,8,False,621.5,240.0,283.0,43.0,Muscle,Muscle
1247,Capppaa,Capppa,C,6,9,True,621.0,283.0,319.0,36.0,Muscle,Muscle
1248,Capppap,Capppa,C,6,9,True,622.0,283.0,319.0,36.0,Muscle,Muscle
1249,Capppp,Cappp,C,5,8,False,623.5,240.0,283.0,43.0,Muscle,Muscle
1250,Cappppd,Capppp,C,6,9,True,623.0,283.0,319.0,36.0,Muscle,Muscle
1251,Cappppv,Capppp,C,6,9,True,624.0,283.0,319.0,36.0,Muscle,Muscle
1252,Cp,C,C,1,4,False,634.5,118.0,143.0,25.0,Unspecified,Unspecified
1253,Cpa,Cp,C,2,5,False,628.5,143.0,171.0,28.0,Skin,Skin
1254,Cpaa,Cpa,C,3,6,False,626.5,171.0,203.0,32.0,Skin,Skin
1255,Cpaaa,Cpaa,C,4,7,False,625.5,203.0,240.0,37.0,Skin,Skin
1256,Cpaaaa,Cpaaa,C,5,8,True,625.0,240.0,276.0,36.0,Skin,Skin
1257,Cpaaap,Cpaaa,C,5,8,True,626.0,240.0,276.0,36.0,Skin,Skin
1258,Cpaap,Cpaa,C,4,7,False,627.5,203.0,240.0,37.0,Skin,Skin
1259,Cpaapa,Cpaap,C,5,8,True,627.0,240.0,276.0,36.0,Skin,Skin
1260,Cpaapp,Cpaap,C,5,8,True,628.0,240.0,276.0,36.0,Skin,Skin
1261,Cpap,Cpa,C,3,6,False,630.5,171.0,203.0,32.0,Skin,Skin
1262,Cpapa,Cpap,C,4,7,False,629.5,203.0,240.0,37.0,Skin,Skin
1263,Cpapaa,Cpapa,C,5,8,True,629.0,240.0,276.0,36.0,Skin,Skin
1264,Cpapap,Cpapa,C,5,8,True,630.0,240.0,276.0,36.0,Skin,Skin
1265,Cpapp,Cpap,C,4,7,False,631.5,203.0,240.0,37.0,Skin,Skin
1266,Cpappd,Cpapp,C,5,8,True,631.0,240.0,276.0,36.0,Skin,Skin
1267,Cpappv,Cpapp,C,5,8,True,632.0,240.0,276.0,36.0,Skin,Skin
1268,Cpp,Cp,C,2,5,False,640.5,143.0,171.0,28.0,Muscle,Muscle
1269,Cppa,Cpp,C,3,6,False,636.5,171.0,203.0,32.0,Muscle,Muscle
1270,Cppaa,Cppa,C,4,7,False,634.5,203.0,240.0,37.0,Muscle,Muscle
1271,Cppaaa,Cppaa,C,5,8,False,633.5,240.0,283.0,43.0,Muscle,Muscle
1272,Cppaaaa,Cppaaa,C,6,9,True,633.0,283.0,319.0,36.0,Muscle,Muscle
1273,Cppaaap,Cppaaa,C,6,9,True,634.0,283.0,319.0,36.0,Muscle,Muscle
1274,Cppaap,Cppaa,C,5,8,False,635.5,240.0,283.0,43.0,Muscle,Muscle
1275,Cppaapa,Cppaap,C,6,9,True,635.0,283.0,319.0,36.0,Muscle,Muscle
1276,Cppaapp,Cppaap,C,6,9,True,636.0,283.0,319.0,36.0,Muscle,Muscle
1277,Cppap,Cppa,C,4,7,False,638.5,203.0,240.0,37.0,Muscle,Muscle
1278,Cppapa,Cppap,C,5,8,False,637.5,240.0,283.0,43.0,Muscle,Muscle
1279,Cppapaa,Cppapa,C,6,9,True,637.0,283.0,319.0,36.0,Muscle,Muscle
1280,Cppapap,Cppapa,C,6,9,True,638.0,283.0,319.0,36.0,Muscle,Muscle
1281,Cppapp,Cppap,C,5,8,False,639.5,240.0,283.0,43.0,Muscle,Muscle
1282,Cppappa,Cppapp,C,6,9,True,639.0,283.0,319.0,36.0,Muscle,Muscle
1283,Cppappp,Cppapp,C,6,9,True,640.0,283.0,319.0,36.0,Muscle,Muscle
1284,Cppp,Cpp,C,3,6,False,644.5,171.0,203.0,32.0,Muscle,Muscle
1285,Cpppa,Cppp,C,4,7,False,642.5,203.0,240.0,37.0,Muscle,Muscle
1286,Cpppaa,Cpppa,C,5,8,False,641.5,240.0,283.0,43.0,Muscle,Muscle
1287,Cpppaaa,Cpppaa,C,6,9,True,641.0,283.0,319.0,36.0,Muscle,Muscle
1288,Cpppaap,Cpppaa,C,6,9,True,642.0,283.0,319.0,36.0,Muscle,Muscle
1289,Cpppap,Cpppa,C,5,8,False,643.5,240.0,283.0,43.0,Muscle,Muscle
1290,Cpppapa,Cpppap,C,6,9,True,643.0,283.0,319.0,36.0,Muscle,Muscle
1291,Cpppapp,Cpppap,C,6,9,True,644.0,283.0,319.0,36.0,Muscle,Muscle
1292,Cpppp,Cppp,C,4,7,False,646.5,203.0,240.0,37.0,Muscle,Muscle
1293,Cppppa,Cpppp,C,5,8,False,645.5,240.0,283.0,43.0,Muscle,Muscle
1294,Cppppaa,Cppppa,C,6,9,True,645.0,283.0,319.0,36.0,Muscle,Muscle
1295,Cppppap,Cppppa,C,6,9,True,646.0,283.0,319.0,36.0,Muscle,Muscle
1296,Cppppp,Cpppp,C,5,8,False,647.5,240.0,283.0,43.0,Muscle,Muscle
1297,Cpppppd,Cppppp,C,6,9,True,647.0,283.0,319.0,36.0,Muscle,Muscle
1298,Cpppppv,Cppppp,C,6,9,True,648.0,283.0,319.0,36.0,Muscle,Muscle
1299,P3,P2,P3,0,3,False,663.625,95.0,132.0,37.0,Unspecified,Unspecified
1300,D,P3,D,0,4,False,657.75,132.0,160.0,28.0,Muscle,Muscle
1301,Da,D,D,1,5,False,652.75,160.0,191.0,31.0,Muscle,Muscle
1302,Daa,Da,D,2,6,False,650.5,191.0,226.0,35.0,Muscle,Muscle
1303,Daaa,Daa,D,3,7,False,649.5,226.0,266.0,40.0,Muscle,Muscle
1304,Daaaa,Daaa,D,4,8,True,649.0,266.0,306.0,40.0,Muscle,Muscle
1305,Daaap,Daaa,D,4,8,True,650.0,266.0,306.0,40.0,Muscle,Muscle
1306,Daap,Daa,D,3,7,False,651.5,226.0,266.0,40.0,Muscle,Muscle
1307,Daapa,Daap,D,4,8,True,651.0,266.0,306.0,40.0,Muscle,Muscle
1308,Daapp,Daap,D,4,8,True,652.0,266.0,306.0,40.0,Muscle,Muscle
1309,Dap,Da,D,2,6,False,655.0,191.0,226.0,35.0,Muscle,Muscle
1310,Dapa,Dap,D,3,7,False,653.5,226.0,266.0,40.0,Muscle,Muscle
1311,Dapaa,Dapa,D,4,8,True,653.0,266.0,306.0,40.0,Muscle,Muscle
1312,Dapap,Dapa,D,4,8,True,654.0,266.0,306.0,40.0,Muscle,Muscle
1313,Dapp,Dap,D,3,7,False,656.5,226.0,266.0,40.0,Muscle,Muscle
1314,Dappa,Dapp,D,4,8,False,655.5,266.0,312.0,46.0,Muscle,Muscle
1315,Dappaa,Dappa,D,5,9,True,655.0,312.0,352.0,40.0,Muscle,Muscle
1316,Dappap,Dappa,D,5,9,True,656.0,312.0,352.0,40.0,Muscle,Muscle
1317,Dappp,Dapp,D,4,8,False,657.5,266.0,312.0,46.0,Muscle,Muscle
1318,Dapppa,Dappp,D,5,9,True,657.0,312.0,352.0,40.0,Muscle,Muscle
1319,Dapppp,Dappp,D,5,9,True,658.0,312.0,352.0,40.0,Muscle,Muscle
1320,Dp,D,D,1,5,False,662.75,160.0,191.0,31.0,Muscle,Muscle
1321,Dpa,Dp,D,2,6,False,660.5,191.0,226.0,35.0,Muscle,Muscle
1322,Dpaa,Dpa,D,3,7,False,659.5,226.0,266.0,40.0,Muscle,Muscle
1323,Dpaaa,Dpaa,D,4,8,True,659.0,266.0,306.0,40.0,Muscle,Muscle
1324,Dpaap,Dpaa,D,4,8,True,660.0,266.0,306.0,40.0,Muscle,Muscle
1325,Dpap,Dpa,D,3,7,False,661.5,226.0,266.0,40.0,Muscle,Muscle
1326,Dpapa,Dpap,D,4,8,True,661.0,266.0,306.0,40.0,Muscle,Muscle
1327,Dpapp,Dpap,D,4,8,True,662.0,266.0,306.0,40.0,Muscle,Muscle
1328,Dpp,Dp,D,2,6,False,665.0,191.0,226.0,35.0,Muscle,Muscle
1329,Dppa,Dpp,D,3,7,False,663.5,226.0,266.0,40.0,Muscle,Muscle
1330,Dppaa,Dppa,D,4,8,True,663.0,266.0,306.0,40.0,Muscle,Muscle
1331,Dppap,Dppa,D,4,8,True,664.0,266.0,306.0,40.0,Muscle,Muscle
1332,Dppp,Dpp,D,3,7,False,666.5,226.0,266.0,40.0,Muscle,Muscle
1333,Dpppa,Dppp,D,4,8,False,665.5,266.0,312.0,46.0,Muscle,Muscle
1334,Dpppaa,Dpppa,D,5,9,True,665.0,312.0,352.0,40.0,Muscle,Muscle
1335,Dpppap,Dpppa,D,5,9,True,666.0,312.0,352.0,40.0,Muscle,Muscle
1336,Dpppp,Dppp,D,4,8,False,667.5,266.0,312.0,46.0,Muscle,Muscle
1337,Dppppa,Dpppp,D,5,9,True,667.0,312.0,352.0,40.0,Muscle,Muscle
1338,Dppppp,Dpppp,D,5,9,True,668.0,312.0,352.0,40.0,Muscle,Muscle
1339,P4,P3,P4,0,4,False,669.5,132.0,160.0,28.0,Germline,Germline
1340,Z2,P4,Germline,0,5,True,669.0,160.0,320.0,160.0,Germline,Germline
1341,Z3,P4,Germline,0,5,True,670.0,160.0,320.0,160.0,Germline,Germline
