tree_order,cell_name,parent,founder_lineage,generation_from_founder,depth_from_P0,is_terminal,x_position,birth_time_min,end_time_min,branch_duration_min,apop_fate,ignore_apoptosis_fate
595,ABplpaaaa,ABplpaaa,AB,7,8,False,295.5,178.0,205.0,27.0,Unspecified,Unspecified
596,ABplpaaaaa,ABplpaaaa,AB,8,9,False,294.5,205.0,235.0,30.0,Neuron,Neuron
597,ABplpaaaaaa,ABplpaaaaa,AB,9,10,True,294.0,235.0,263.0,28.0,Neuron,Neuron
598,ABplpaaaaap,ABplpaaaaa,AB,9,10,True,295.0,235.0,263.0,28.0,Neuron,Neuron
599,ABplpaaaap,ABplpaaaa,AB,8,9,False,296.5,205.0,235.0,30.0,Unspecified,Not annotated
600,ABplpaaaapa,ABplpaaaap,AB,9,10,True,296.0,235.0,263.0,28.0,Other,Not annotated
601,ABplpaaaapp,ABplpaaaap,AB,9,10,True,297.0,235.0,263.0,28.0,Neuron,Neuron
602,ABplpaaap,ABplpaaa,AB,7,8,False,299.875,178.0,205.0,27.0,Unspecified,Neuron
603,ABplpaaapa,ABplpaaap,AB,8,9,False,298.5,205.0,235.0,30.0,Neuron,Neuron
604,ABplpaaapaa,ABplpaaapa,AB,9,10,True,298.0,235.0,263.0,28.0,Neuron,Neuron
605,ABplpaaapap,ABplpaaapa,AB,9,10,True,299.0,235.0,263.0,28.0,Neuron,Neuron
606,ABplpaaapp,ABplpaaap,AB,8,9,False,301.25,205.0,235.0,30.0,Unspecified,Neuron
607,ABplpaaappa,ABplpaaapp,AB,9,10,False,300.5,235.0,269.0,34.0,Unspecified,Neuron
608,ABplpaaappaa,ABplpaaappa,AB,10,11,True,300.0,269.0,297.0,28.0,Neuron,Neuron
609,ABplpaaappap,ABplpaaappa,AB,10,11,True,301.0,269.0,297.0,28.0,Death,Not annotated
610,ABplpaaappp,ABplpaaapp,AB,9,10,True,302.0,235.0,263.0,28.0,Neuron,Neuron
611,ABplpaap,ABplpaa,AB,6,7,False,306.5625,154.0,178.0,24.0,Unspecified,Neuron
612,ABplpaapa,ABplpaap,AB,7,8,False,304.5,178.0,205.0,27.0,Unspecified,Neuron
613,ABplpaapaa,ABplpaapa,AB,8,9,False,303.5,205.0,235.0,30.0,Neuron,Neuron
614,ABplpaapaaa,ABplpaapaa,AB,9,10,True,303.0,235.0,263.0,28.0,Neuron,Neuron
615,ABplpaapaap,ABplpaapaa,AB,9,10,True,304.0,235.0,263.0,28.0,Neuron,Neuron
616,ABplpaapap,ABplpaapa,AB,8,9,False,305.5,205.0,235.0,30.0,Unspecified,Neuron
617,ABplpaapapa,ABplpaapap,AB,9,10,True,305.0,235.0,263.0,28.0,Neuron,Neuron
618,ABplpaapapp,ABplpaapap,AB,9,10,True,306.0,235.0,263.0,28.0,Death,Not annotated
619,ABplpaapp,ABplpaap,AB,7,8,False,308.625,178.0,205.0,27.0,Unspecified,Neuron
620,ABplpaappa,ABplpaapp,AB,8,9,False,307.5,205.0,235.0,30.0,Neuron,Neuron
621,ABplpaappaa,ABplpaappa,AB,9,10,True,307.0,235.0,263.0,28.0,Neuron,Neuron
622,ABplpaappap,ABplpaappa,AB,9,10,True,308.0,235.0,263.0,28.0,Neuron,Neuron
623,ABplpaappp,ABplpaapp,AB,8,9,False,309.75,205.0,235.0,30.0,Unspecified,Neuron
624,ABplpaapppa,ABplpaappp,AB,9,10,True,309.0,235.0,263.0,28.0,Neuron,Neuron
625,ABplpaapppp,ABplpaappp,AB,9,10,False,310.5,235.0,269.0,34.0,Unspecified,Neuron
626,ABplpaappppa,ABplpaapppp,AB,10,11,True,310.0,269.0,297.0,28.0,Neuron,Neuron
627,ABplpaappppp,ABplpaapppp,AB,10,11,True,311.0,269.0,297.0,28.0,Death,Not annotated
628,ABplpap,ABplpa,AB,5,6,False,319.1875,132.0,154.0,22.0,Unspecified,Unspecified
629,ABplpapa,ABplpap,AB,6,7,False,315.5,154.0,178.0,24.0,Unspecified,Unspecified
630,ABplpapaa,ABplpapa,AB,7,8,False,313.5,178.0,205.0,27.0,Neuron,Neuron
631,ABplpapaaa,ABplpapaa,AB,8,9,False,312.5,205.0,235.0,30.0,Neuron,Neuron
632,ABplpapaaaa,ABplpapaaa,AB,9,10,True,312.0,235.0,263.0,28.0,Neuron,Neuron
633,ABplpapaaap,ABplpapaaa,AB,9,10,True,313.0,235.0,263.0,28.0,Neuron,Neuron
634,ABplpapaap,ABplpapaa,AB,8,9,False,314.5,205.0,235.0,30.0,Neuron,Neuron
635,ABplpapaapa,ABplpapaap,AB,9,10,True,314.0,235.0,263.0,28.0,Neuron,Neuron
636,ABplpapaapp,ABplpapaap,AB,9,10,True,315.0,235.0,263.0,28.0,Neuron,Neuron
637,ABplpapap,ABplpapa,AB,7,8,False,317.5,178.0,205.0,27.0,Unspecified,Unspecified
638,ABplpapapa,ABplpapap,AB,8,9,False,316.5,205.0,235.0,30.0,Unspecified,Not annotated
639,ABplpapapaa,ABplpapapa,AB,9,10,True,316.0,235.0,263.0,28.0,Other,Not annotated
640,ABplpapapap,ABplpapapa,AB,9,10,True,317.0,235.0,263.0,28.0,Neuron,Neuron
641,ABplpapapp,ABplpapap,AB,8,9,False,318.5,205.0,235.0,30.0,Neuron,Neuron
642,ABplpapappa,ABplpapapp,AB,9,10,True,318.0,235.0,263.0,28.0,Neuron,Neuron
643,ABplpapappp,ABplpapapp,AB,9,10,True,319.0,235.0,263.0,28.0,Neuron,Neuron
644,ABplpapp,ABplpap,AB,6,7,False,322.875,154.0,178.0,24.0,Unspecified,Unspecified
645,ABplpappa,ABplpapp,AB,7,8,False,321.25,178.0,205.0,27.0,Unspecified,Unspecified
646,ABplpappaa,ABplpappa,AB,8,9,False,320.5,205.0,235.0,30.0,Unspecified,Not annotated
647,ABplpappaaa,ABplpappaa,AB,9,10,True,320.0,235.0,263.0,28.0,Neuron,Neuron
648,ABplpappaap,ABplpappaa,AB,9,10,True,321.0,235.0,263.0,28.0,Other,Not annotated
649,ABplpappap,ABplpappa,AB,8,9,True,322.0,205.0,233.0,28.0,Death,Not annotated
650,ABplpappp,ABplpapp,AB,7,8,False,324.5,178.0,205.0,27.0,Unspecified,Unspecified
651,ABplpapppa,ABplpappp,AB,8,9,False,323.5,205.0,235.0,30.0,Other,Not annotated
652,ABplpapppaa,ABplpapppa,AB,9,10,True,323.0,235.0,263.0,28.0,Other,Not annotated
653,ABplpapppap,ABplpapppa,AB,9,10,True,324.0,235.0,263.0,28.0,Other,Not annotated
654,ABplpapppp,ABplpappp,AB,8,9,False,325.5,205.0,235.0,30.0,Unspecified,Not annotated
655,ABplpappppa,ABplpapppp,AB,9,10,True,325.0,235.0,263.0,28.0,Neuron,Neuron
656,ABplpappppp,ABplpapppp,AB,9,10,True,326.0,235.0,263.0,28.0,Other,Skin
657,ABplpp,ABplp,AB,4,5,False,343.421875,112.0,132.0,20.0,Unspecified,Unspecified
658,ABplppa,ABplpp,AB,5,6,False,335.0625,132.0,154.0,22.0,Unspecified,Neuron
659,ABplppaa,ABplppa,AB,6,7,False,330.6875,154.0,178.0,24.0,Unspecified,Neuron
660,ABplppaaa,ABplppaa,AB,7,8,False,328.875,178.0,205.0,27.0,Unspecified,Neuron
661,ABplppaaaa,ABplppaaa,AB,8,9,False,327.75,205.0,235.0,30.0,Unspecified,Neuron
662,ABplppaaaaa,ABplppaaaa,AB,9,10,True,327.0,235.0,263.0,28.0,Neuron,Neuron
663,ABplppaaaap,ABplppaaaa,AB,9,10,False,328.5,235.0,269.0,34.0,Unspecified,Neuron
664,ABplppaaaapa,ABplppaaaap,AB,10,11,True,328.0,269.0,297.0,28.0,Death,Not annotated
665,ABplppaaaapp,ABplppaaaap,AB,10,11,True,329.0,269.0,297.0,28.0,Neuron,Neuron
666,ABplppaaap,ABplppaaa,AB,8,9,True,330.0,205.0,233.0,28.0,Death,Not annotated
667,ABplppaap,ABplppaa,AB,7,8,False,332.5,178.0,205.0,27.0,Unspecified,Neuron
668,ABplppaapa,ABplppaap,AB,8,9,False,331.5,205.0,235.0,30.0,Unspecified,Neuron
669,ABplppaapaa,ABplppaapa,AB,9,10,True,331.0,235.0,263.0,28.0,Death,Not annotated
670,ABplppaapap,ABplppaapa,AB,9,10,True,332.0,235.0,263.0,28.0,Neuron,Neuron
671,ABplppaapp,ABplppaap,AB,8,9,False,333.5,205.0,235.0,30.0,Neuron,Neuron
672,ABplppaappa,ABplppaapp,AB,9,10,True,333.0,235.0,263.0,28.0,Neuron,Neuron
673,ABplppaappp,ABplppaapp,AB,9,10,True,334.0,235.0,263.0,28.0,Neuron,Neuron
674,ABplppap,ABplppa,AB,6,7,False,339.4375,154.0,178.0,24.0,Neuron,Neuron
675,ABplppapa,ABplppap,AB,7,8,False,337.375,178.0,205.0,27.0,Neuron,Neuron
676,ABplppapaa,ABplppapa,AB,8,9,False,336.25,205.0,235.0,30.0,Neuron,Neuron
677,ABplppapaaa,ABplppapaa,AB,9,10,False,335.5,235.0,269.0,34.0,Neuron,Neuron
678,ABplppapaaaa,ABplppapaaa,AB,10,11,True,335.0,269.0,297.0,28.0,Neuron,Neuron
679,ABplppapaaap,ABplppapaaa,AB,10,11,True,336.0,269.0,297.0,28.0,Neuron,Neuron
680,ABplppapaap,ABplppapaa,AB,9,10,True,337.0,235.0,263.0,28.0,Neuron,Neuron
681,ABplppapap,ABplppapa,AB,8,9,False,338.5,205.0,235.0,30.0,Neuron,Neuron
682,ABplppapapa,ABplppapap,AB,9,10,True,338.0,235.0,263.0,28.0,Neuron,Neuron
683,ABplppapapp,ABplppapap,AB,9,10,True,339.0,235.0,263.0,28.0,Neuron,Neuron
684,ABplppapp,ABplppap,AB,7,8,False,341.5,178.0,205.0,27.0,Neuron,Neuron
685,ABplppappa,ABplppapp,AB,8,9,False,340.5,205.0,235.0,30.0,Neuron,Neuron
686,ABplppappaa,ABplppappa,AB,9,10,True,340.0,235.0,263.0,28.0,Neuron,Neuron
687,ABplppappap,ABplppappa,AB,9,10,True,341.0,235.0,263.0,28.0,Neuron,Neuron
688,ABplppappp,ABplppapp,AB,8,9,False,342.5,205.0,235.0,30.0,Neuron,Neuron
689,ABplppapppa,ABplppappp,AB,9,10,True,342.0,235.0,263.0,28.0,Neuron,Neuron
690,ABplppapppp,ABplppappp,AB,9,10,True,343.0,235.0,263.0,28.0,Neuron,Neuron
691,ABplppp,ABplpp,AB,5,6,False,351.78125,132.0,154.0,22.0,Unspecified,Unspecified
692,ABplpppa,ABplppp,AB,6,7,False,348.0625,154.0,178.0,24.0,Unspecified,Unspecified
693,ABplpppaa,ABplpppa,AB,7,8,False,345.875,178.0,205.0,27.0,Neuron,Neuron
694,ABplpppaaa,ABplpppaa,AB,8,9,False,344.5,205.0,235.0,30.0,Neuron,Neuron
695,ABplpppaaaa,ABplpppaaa,AB,9,10,True,344.0,235.0,263.0,28.0,Neuron,Neuron
696,ABplpppaaap,ABplpppaaa,AB,9,10,True,345.0,235.0,263.0,28.0,Neuron,Neuron
697,ABplpppaap,ABplpppaa,AB,8,9,False,347.25,205.0,235.0,30.0,Neuron,Neuron
698,ABplpppaapa,ABplpppaap,AB,9,10,False,346.5,235.0,269.0,34.0,Neuron,Neuron
699,ABplpppaapaa,ABplpppaapa,AB,10,11,True,346.0,269.0,297.0,28.0,Neuron,Neuron
700,ABplpppaapap,ABplpppaapa,AB,10,11,True,347.0,269.0,297.0,28.0,Neuron,Neuron
701,ABplpppaapp,ABplpppaap,AB,9,10,True,348.0,235.0,263.0,28.0,Neuron,Neuron
702,ABplpppap,ABplpppa,AB,7,8,False,350.25,178.0,205.0,27.0,Unspecified,Unspecified
703,ABplpppapa,ABplpppap,AB,8,9,False,349.5,205.0,235.0,30.0,Unspecified,Not annotated
704,ABplpppapaa,ABplpppapa,AB,9,10,True,349.0,235.0,263.0,28.0,Neuron,Neuron
705,ABplpppapap,ABplpppapa,AB,9,10,True,350.0,235.0,263.0,28.0,Skin,Skin
706,ABplpppapp,ABplpppap,AB,8,9,True,351.0,205.0,233.0,28.0,Death,Not annotated
707,ABplpppp,ABplppp,AB,6,7,False,355.5,154.0,178.0,24.0,Unspecified,Unspecified
708,ABplppppa,ABplpppp,AB,7,8,False,353.5,178.0,205.0,27.0,Unspecified,Unspecified
709,ABplppppaa,ABplppppa,AB,8,9,False,352.5,205.0,235.0,30.0,Unspecified,Not annotated
710,ABplppppaaa,ABplppppaa,AB,9,10,True,352.0,235.0,263.0,28.0,Neuron,Neuron
711,ABplppppaap,ABplppppaa,AB,9,10,True,353.0,235.0,263.0,28.0,Other,Skin
712,ABplppppap,ABplppppa,AB,8,9,False,354.5,205.0,235.0,30.0,Other,Not annotated
713,ABplppppapa,ABplppppap,AB,9,10,True,354.0,235.0,263.0,28.0,Other,Not annotated
714,ABplppppapp,ABplppppap,AB,9,10,True,355.0,235.0,263.0,28.0,Other,Not annotated
715,ABplppppp,ABplpppp,AB,7,8,False,357.5,178.0,205.0,27.0,Unspecified,Unspecified
716,ABplpppppa,ABplppppp,AB,8,9,False,356.5,205.0,235.0,30.0,Other,Not annotated
717,ABplpppppaa,ABplpppppa,AB,9,10,True,356.0,235.0,263.0,28.0,Other,Not annotated
718,ABplpppppap,ABplpppppa,AB,9,10,True,357.0,235.0,263.0,28.0,Other,Not annotated
719,ABplpppppp,ABplppppp,AB,8,9,False,358.5,205.0,235.0,30.0,Unspecified,Skin
720,ABplppppppa,ABplpppppp,AB,9,10,True,358.0,235.0,263.0,28.0,Death,Not annotated
721,ABplppppppp,ABplpppppp,AB,9,10,True,359.0,235.0,263.0,28.0,Skin,Skin
722,ABpr,ABp,AB,2,3,False,423.013671875,75.0,93.0,18.0,Unspecified,Unspecified
723,ABpra,ABpr,AB,3,4,False,392.41015625,93.0,112.0,19.0,Unspecified,Unspecified
724,ABpraa,ABpra,AB,4,5,False,377.765625,112.0,132.0,20.0,Unspecified,Unspecified
725,ABpraaa,ABpraa,AB,5,6,False,368.5,132.0,154.0,22.0,Unspecified,Neuron
726,ABpraaaa,ABpraaa,AB,6,7,False,363.5625,154.0,178.0,24.0,Unspecified,Neuron
727,ABpraaaaa,ABpraaaa,AB,7,8,False,361.5,178.0,205.0,27.0,Unspecified,Neuron
728,ABpraaaaaa,ABpraaaaa,AB,8,9,False,360.5,205.0,235.0,30.0,Neuron,Neuron
729,ABpraaaaaaa,ABpraaaaaa,AB,9,10,True,360.0,235.0,263.0,28.0,Neuron,Neuron
730,ABpraaaaaap,ABpraaaaaa,AB,9,10,True,361.0,235.0,263.0,28.0,Neuron,Neuron
731,ABpraaaaap,ABpraaaaa,AB,8,9,False,362.5,205.0,235.0,30.0,Unspecified,Neuron
732,ABpraaaaapd,ABpraaaaap,AB,9,10,True,362.0,235.0,263.0,28.0,Neuron,Neuron
733,ABpraaaaapv,ABpraaaaap,AB,9,10,True,363.0,235.0,263.0,28.0,Death,Not annotated
734,ABpraaaap,ABpraaaa,AB,7,8,False,365.625,178.0,205.0,27.0,Unspecified,Neuron
735,ABpraaaapa,ABpraaaap,AB,8,9,False,364.5,205.0,235.0,30.0,Neuron,Neuron
736,ABpraaaapad,ABpraaaapa,AB,9,10,True,364.0,235.0,263.0,28.0,Neuron,Neuron
737,ABpraaaapav,ABpraaaapa,AB,9,10,True,365.0,235.0,263.0,28.0,Neuron,Neuron
738,ABpraaaapp,ABpraaaap,AB,8,9,False,366.75,205.0,235.0,30.0,Unspecified,Neuron
739,ABpraaaappa,ABpraaaapp,AB,9,10,True,366.0,235.0,263.0,28.0,Death,Not annotated
740,ABpraaaappp,ABpraaaapp,AB,9,10,False,367.5,235.0,269.0,34.0,Unspecified,Neuron
741,ABpraaaapppa,ABpraaaappp,AB,10,11,True,367.0,269.0,297.0,28.0,Neuron,Neuron
742,ABpraaaapppp,ABpraaaappp,AB,10,11,True,368.0,269.0,297.0,28.0,Death,Not annotated
743,ABpraaap,ABpraaa,AB,6,7,False,373.4375,154.0,178.0,24.0,Unspecified,Neuron
744,ABpraaapa,ABpraaap,AB,7,8,False,370.875,178.0,205.0,27.0,Unspecified,Neuron
745,ABpraaapaa,ABpraaapa,AB,8,9,False,369.5,205.0,235.0,30.0,Unspecified,Neuron
746,ABpraaapaad,ABpraaapaa,AB,9,10,True,369.0,235.0,263.0,28.0,Neuron,Neuron
747,ABpraaapaav,ABpraaapaa,AB,9,10,True,370.0,235.0,263.0,28.0,Death,Not annotated
748,ABpraaapap,ABpraaapa,AB,8,9,False,372.25,205.0,235.0,30.0,Unspecified,Neuron
749,ABpraaapapa,ABpraaapap,AB,9,10,False,371.5,235.0,269.0,34.0,Unspecified,Neuron
750,ABpraaapapaa,ABpraaapapa,AB,10,11,True,371.0,269.0,297.0,28.0,Neuron,Neuron
751,ABpraaapapap,ABpraaapapa,AB,10,11,True,372.0,269.0,297.0,28.0,Death,Not annotated
752,ABpraaapapp,ABpraaapap,AB,9,10,True,373.0,235.0,263.0,28.0,Death,Not annotated
753,ABpraaapp,ABpraaap,AB,7,8,False,376.0,178.0,205.0,27.0,Unspecified,Neuron
754,ABpraaappa,ABpraaapp,AB,8,9,False,374.5,205.0,235.0,30.0,Neuron,Neuron
755,ABpraaappaa,ABpraaappa,AB,9,10,True,374.0,235.0,263.0,28.0,Neuron,Neuron
756,ABpraaappap,ABpraaappa,AB,9,10,True,375.0,235.0,263.0,28.0,Neuron,Neuron
757,ABpraaappp,ABpraaapp,AB,8,9,False,377.5,205.0,235.0,30.0,Unspecified,Neuron
758,ABpraaapppa,ABpraaappp,AB,9,10,False,376.5,235.0,269.0,34.0,Unspecified,Neuron
759,ABpraaapppaa,ABpraaapppa,AB,10,11,True,376.0,269.0,297.0,28.0,Neuron,Neuron
760,ABpraaapppap,ABpraaapppa,AB,10,11,True,377.0,269.0,297.0,28.0,Death,Not annotated
761,ABpraaapppp,ABpraaappp,AB,9,10,False,378.5,235.0,269.0,34.0,Neuron,Neuron
762,ABpraaappppa,ABpraaapppp,AB,10,11,True,378.0,269.0,297.0,28.0,Neuron,Neuron
763,ABpraaappppp,ABpraaapppp,AB,10,11,True,379.0,269.0,297.0,28.0,Neuron,Neuron
764,ABpraap,ABpraa,AB,5,6,False,387.03125,132.0,154.0,22.0,Unspecified,Unspecified
765,ABpraapa,ABpraap,AB,6,7,False,383.5625,154.0,178.0,24.0,Unspecified,Unspecified
766,ABpraapaa,ABpraapa,AB,7,8,False,381.5,178.0,205.0,27.0,Unspecified,Unspecified
767,ABpraapaaa,ABpraapaa,AB,8,9,False,380.5,205.0,235.0,30.0,Unspecified,Not annotated
768,ABpraapaaaa,ABpraapaaa,AB,9,10,True,380.0,235.0,263.0,28.0,Skin,Skin
769,ABpraapaaap,ABpraapaaa,AB,9,10,True,381.0,235.0,263.0,28.0,Neuron,Neuron
770,ABpraapaap,ABpraapaa,AB,8,9,False,382.5,205.0,235.0,30.0,Neuron,Neuron
771,ABpraapaapa,ABpraapaap,AB,9,10,True,382.0,235.0,263.0,28.0,Neuron,Neuron
772,ABpraapaapp,ABpraapaap,AB,9,10,True,383.0,235.0,263.0,28.0,Neuron,Neuron
773,ABpraapap,ABpraapa,AB,7,8,False,385.625,178.0,205.0,27.0,Unspecified,Neuron
774,ABpraapapa,ABpraapap,AB,8,9,False,384.5,205.0,235.0,30.0,Neuron,Neuron
775,ABpraapapaa,ABpraapapa,AB,9,10,True,384.0,235.0,263.0,28.0,Neuron,Neuron
776,ABpraapapap,ABpraapapa,AB,9,10,True,385.0,235.0,263.0,28.0,Neuron,Neuron
777,ABpraapapp,ABpraapap,AB,8,9,False,386.75,205.0,235.0,30.0,Unspecified,Neuron
778,ABpraapappa,ABpraapapp,AB,9,10,True,386.0,235.0,263.0,28.0,Neuron,Neuron
779,ABpraapappp,ABpraapapp,AB,9,10,False,387.5,235.0,269.0,34.0,Unspecified,Neuron
780,ABpraapapppa,ABpraapappp,AB,10,11,True,387.0,269.0,297.0,28.0,Neuron,Neuron
781,ABpraapapppp,ABpraapappp,AB,10,11,True,388.0,269.0,297.0,28.0,Death,Not annotated
782,ABpraapp,ABpraap,AB,6,7,False,390.5,154.0,178.0,24.0,Skin,Skin
783,ABpraappa,ABpraapp,AB,7,8,False,389.5,178.0,205.0,27.0,Skin,Skin
784,ABpraappaa,ABpraappa,AB,8,9,True,389.0,205.0,233.0,28.0,Skin,Skin
785,ABpraappap,ABpraappa,AB,8,9,True,390.0,205.0,233.0,28.0,Skin,Skin
786,ABpraappp,ABpraapp,AB,7,8,False,391.5,178.0,205.0,27.0,Skin,Skin
787,ABpraapppa,ABpraappp,AB,8,9,True,391.0,205.0,233.0,28.0,Skin,Skin
788,ABpraapppp,ABpraappp,AB,8,9,True,392.0,205.0,233.0,28.0,Skin,Skin
789,ABprap,ABpra,AB,4,5,False,407.0546875,112.0,132.0,20.0,Unspecified,Unspecified
790,ABprapa,ABprap,AB,5,6,False,400.578125,132.0,154.0,22.0,Unspecified,Unspecified
791,ABprapaa,ABprapa,AB,6,7,False,397.5,154.0,178.0,24.0,Unspecified,Unspecified
792,ABprapaaa,ABprapaa,AB,7,8,False,395.5,178.0,205.0,27.0,Unspecified,Neuron
793,ABprapaaaa,ABprapaaa,AB,8,9,False,393.75,205.0,235.0,30.0,Unspecified,Neuron
794,ABprapaaaaa,ABprapaaaa,AB,9,10,True,393.0,235.0,263.0,28.0,Death,Not annotated
795,ABprapaaaap,ABprapaaaa,AB,9,10,False,394.5,235.0,269.0,34.0,Neuron,Neuron
796,ABprapaaaapa,ABprapaaaap,AB,10,11,True,394.0,269.0,297.0,28.0,Neuron,Neuron
797,ABprapaaaapp,ABprapaaaap,AB,10,11,True,395.0,269.0,297.0,28.0,Neuron,Neuron
798,ABprapaaap,ABprapaaa,AB,8,9,False,397.25,205.0,235.0,30.0,Neuron,Neuron
799,ABprapaaapa,ABprapaaap,AB,9,10,False,396.5,235.0,269.0,34.0,Neuron,Neuron
800,ABprapaaapad,ABprapaaapa,AB,10,11,True,396.0,269.0,297.0,28.0,Neuron,Neuron
801,ABprapaaapav,ABprapaaapa,AB,10,11,True,397.0,269.0,297.0,28.0,Neuron,Neuron
802,ABprapaaapp,ABprapaaap,AB,9,10,True,398.0,235.0,263.0,28.0,Neuron,Neuron
803,ABprapaap,ABprapaa,AB,7,8,False,399.5,178.0,205.0,27.0,Unspecified,Unspecified
804,ABprapaapa,ABprapaap,AB,8,9,True,399.0,205.0,233.0,28.0,Other,Not annotated
805,ABprapaapp,ABprapaap,AB,8,9,True,400.0,205.0,233.0,28.0,Skin,Skin
806,ABprapap,ABprapa,AB,6,7,False,403.65625,154.0,178.0,24.0,Unspecified,Unspecified
807,ABprapapa,ABprapap,AB,7,8,False,402.25,178.0,205.0,27.0,Unspecified,Unspecified
808,ABprapapaa,ABprapapa,AB,8,9,False,401.5,205.0,235.0,30.0,Unspecified,Not annotated
809,ABprapapaaa,ABprapapaa,AB,9,10,True,401.0,235.0,263.0,28.0,Other,Not annotated
810,ABprapapaap,ABprapapaa,AB,9,10,True,402.0,235.0,263.0,28.0,Skin,Skin
811,ABprapapap,ABprapapa,AB,8,9,True,403.0,205.0,233.0,28.0,Skin,Skin
812,ABprapapp,ABprapap,AB,7,8,False,405.0625,178.0,205.0,27.0,Unspecified,Unspecified
813,ABprapappa,ABprapapp,AB,8,9,True,404.0,205.0,233.0,28.0,Skin,Skin
814,ABprapappp,ABprapapp,AB,8,9,False,406.125,205.0,235.0,30.0,Unspecified,Neuron
815,ABprapapppa,ABprapappp,AB,9,10,True,405.0,235.0,263.0,28.0,Death,Not annotated
816,ABprapapppp,ABprapappp,AB,9,10,False,407.25,235.0,269.0,34.0,Unspecified,Neuron
817,ABprapappppa,ABprapapppp,AB,10,11,False,406.5,269.0,307.0,38.0,Neuron,Neuron
818,ABprapappppaa,ABprapappppa,AB,11,12,True,406.0,307.0,335.0,28.0,Neuron,Neuron
819,ABprapappppap,ABprapappppa,AB,11,12,True,407.0,307.0,335.0,28.0,Neuron,Neuron
820,ABprapappppp,ABprapapppp,AB,10,11,True,408.0,269.0,297.0,28.0,Death,Not annotated
821,ABprapp,ABprap,AB,5,6,False,413.53125,132.0,154.0,22.0,Unspecified,Unspecified
822,ABprappa,ABprapp,AB,6,7,False,410.5,154.0,178.0,24.0,Skin,Skin
823,ABprappaa,ABprappa,AB,7,8,False,409.5,178.0,205.0,27.0,Skin,Skin
824,ABprappaaa,ABprappaa,AB,8,9,True,409.0,205.0,233.0,28.0,Skin,Skin
825,ABprappaap,ABprappaa,AB,8,9,True,410.0,205.0,233.0,28.0,Skin,Skin
826,ABprappap,ABprappa,AB,7,8,False,411.5,178.0,205.0,27.0,Skin,Skin
827,ABprappapa,ABprappap,AB,8,9,True,411.0,205.0,233.0,28.0,Skin,Skin
828,ABprappapp,ABprappap,AB,8,9,True,412.0,205.0,233.0,28.0,Skin,Skin
829,ABprappp,ABprapp,AB,6,7,False,416.5625,154.0,178.0,24.0,Unspecified,Unspecified
830,ABprapppa,ABprappp,AB,7,8,False,414.625,178.0,205.0,27.0,Unspecified,Neuron
831,ABprapppaa,ABprapppa,AB,8,9,False,413.5,205.0,235.0,30.0,Unspecified,Neuron
832,ABprapppaaa,ABprapppaa,AB,9,10,True,413.0,235.0,263.0,28.0,Neuron,Neuron
833,ABprapppaap,ABprapppaa,AB,9,10,True,414.0,235.0,263.0,28.0,Death,Not annotated
834,ABprapppap,ABprapppa,AB,8,9,False,415.75,205.0,235.0,30.0,Unspecified,Neuron
835,ABprapppapa,ABprapppap,AB,9,10,True,415.0,235.0,263.0,28.0,Death,Not annotated
836,ABprapppapp,ABprapppap,AB,9,10,False,416.5,235.0,269.0,34.0,Neuron,Neuron
837,ABprapppappa,ABprapppapp,AB,10,11,True,416.0,269.0,297.0,28.0,Neuron,Neuron
838,ABprapppappp,ABprapppapp,AB,10,11,True,417.0,269.0,297.0,28.0,Neuron,Neuron
839,ABprapppp,ABprappp,AB,7,8,False,418.5,178.0,205.0,27.0,Skin,Skin
840,ABprappppa,ABprapppp,AB,8,9,True,418.0,205.0,233.0,28.0,Skin,Skin
841,ABprappppp,ABprapppp,AB,8,9,True,419.0,205.0,233.0,28.0,Skin,Skin
842,ABprp,ABpr,AB,3,4,False,453.6171875,93.0,112.0,19.0,Unspecified,Unspecified
843,ABprpa,ABprp,AB,4,5,False,436.8125,112.0,132.0,20.0,Unspecified,Unspecified
844,ABprpaa,ABprpa,AB,5,6,False,428.125,132.0,154.0,22.0,Unspecified,Unspecified
845,ABprpaaa,ABprpaa,AB,6,7,False,423.6875,154.0,178.0,24.0,Unspecified,Unspecified
846,ABprpaaaa,ABprpaaa,AB,7,8,False,421.5,178.0,205.0,27.0,Unspecified,Unspecified
847,ABprpaaaaa,ABprpaaaa,AB,8,9,False,420.5,205.0,235.0,30.0,Neuron,Neuron
848,ABprpaaaaaa,ABprpaaaaa,AB,9,10,True,420.0,235.0,263.0,28.0,Neuron,Neuron
849,ABprpaaaaap,ABprpaaaaa,AB,9,10,True,421.0,235.0,263.0,28.0,Neuron,Neuron
850,ABprpaaaap,ABprpaaaa,AB,8,9,False,422.5,205.0,235.0,30.0,Unspecified,Not annotated
851,ABprpaaaapa,ABprpaaaap,AB,9,10,True,422.0,235.0,263.0,28.0,Other,Not annotated
852,ABprpaaaapp,ABprpaaaap,AB,9,10,True,423.0,235.0,263.0,28.0,Neuron,Neuron
853,ABprpaaap,ABprpaaa,AB,7,8,False,425.875,178.0,205.0,27.0,Unspecified,Neuron
854,ABprpaaapa,ABprpaaap,AB,8,9,False,424.5,205.0,235.0,30.0,Neuron,Neuron
855,ABprpaaapaa,ABprpaaapa,AB,9,10,True,424.0,235.0,263.0,28.0,Neuron,Neuron
